1673549342.856568 server started (11631): version 3.3a, socket /private/tmp/tmux-501/default, protocol 8
1673549342.856587 on Darwin 22.1.0 Darwin Kernel Version 22.1.0: Sun Oct  9 20:15:09 PDT 2022; root:xnu-8792.41.9~2/RELEASE_ARM64_T6000
1673549342.856597 using libevent 2.1.12-stable (select); utf8proc 2.8.0; ncurses 6.3
1673549342.856664 input_key_build: 0x10e003 (PasteStart) is \033[200~
1673549342.856846 input_key_build: 0x20000010e1a0 (C-F12) is \033[24;5~
1673549342.856850 input_key_build: 0x20000010e1a1 (C-IC) is \033[2;5~
1673549342.856853 input_key_build: 0x20000010e1a2 (C-DC) is \033[3;5~
1673549342.856856 input_key_build: 0x20000010e1a3 (C-Home) is \033[1;5H
1673549342.856859 input_key_build: 0x20000010e1a4 (C-End) is \033[1;5F
1673549342.856863 input_key_build: 0x20000010e1a5 (C-NPage) is \033[6;5~
1673549342.856866 input_key_build: 0x20000010e1a6 (C-PPage) is \033[5;5~
1673549342.856869 input_key_build: 0x20000010e1a8 (C-Up) is \033[1;5A
1673549342.856883 input_key_build: 0x20000010e1a9 (C-Down) is \033[1;5B
1673549342.856886 input_key_build: 0x20000010e1aa (C-Left) is \033[1;5D
1673549342.856888 input_key_build: 0x20000010e1ab (C-Right) is \033[1;5C
1673549342.856891 input_key_build: 0x40000010e195 (S-F1) is \033[1;2P
1673549342.856893 input_key_build: 0x40000010e196 (S-F2) is \033[1;2Q
1673549342.856895 input_key_build: 0x40000010e197 (S-F3) is \033[1;2R
1673549342.856898 input_key_build: 0x40000010e198 (S-F4) is \033[1;2S
1673549342.856900 input_key_build: 0x40000010e199 (S-F5) is \033[15;2~
1673549342.856902 input_key_build: 0x40000010e19a (S-F6) is \033[17;2~
1673549342.856904 input_key_build: 0x40000010e19b (S-F7) is \033[18;2~
1673549342.856907 input_key_build: 0x40000010e19c (S-F8) is \033[19;2~
1673549342.856909 input_key_build: 0x40000010e19d (S-F9) is \033[20;2~
1673549342.856911 input_key_build: 0x40000010e19e (S-F10) is \033[21;2~
1673549342.856914 input_key_build: 0x40000010e19f (S-F11) is \033[23;2~
1673549342.856916 input_key_build: 0x40000010e1a0 (S-F12) is \033[24;2~
1673549342.856918 input_key_build: 0x40000010e1a1 (S-IC) is \033[2;2~
1673549342.856921 input_key_build: 0x40000010e1a2 (S-DC) is \033[3;2~
1673549342.856923 input_key_build: 0x40000010e1a3 (S-Home) is \033[1;2H
1673549342.856926 input_key_build: 0x40000010e1a4 (S-End) is \033[1;2F
1673549342.856928 input_key_build: 0x40000010e1a5 (S-NPage) is \033[6;2~
1673549342.856930 input_key_build: 0x40000010e1a6 (S-PPage) is \033[5;2~
1673549342.856933 input_key_build: 0x40000010e1a8 (S-Up) is \033[1;2A
1673549342.856935 input_key_build: 0x40000010e1a9 (S-Down) is \033[1;2B
1673549342.856937 input_key_build: 0x40000010e1aa (S-Left) is \033[1;2D
1673549342.856939 input_key_build: 0x40000010e1ab (S-Right) is \033[1;2C
1673549342.856941 input_key_build: 0x60000010e195 (C-S-F1) is \033[1;6P
1673549342.856944 input_key_build: 0x60000010e196 (C-S-F2) is \033[1;6Q
1673549342.856946 input_key_build: 0x60000010e197 (C-S-F3) is \033[1;6R
1673549342.856948 input_key_build: 0x60000010e198 (C-S-F4) is \033[1;6S
1673549342.856950 input_key_build: 0x60000010e199 (C-S-F5) is \033[15;6~
1673549342.856953 input_key_build: 0x60000010e19a (C-S-F6) is \033[17;6~
1673549342.856955 input_key_build: 0x60000010e19b (C-S-F7) is \033[18;6~
1673549342.856957 input_key_build: 0x60000010e19c (C-S-F8) is \033[19;6~
1673549342.856959 input_key_build: 0x60000010e19d (C-S-F9) is \033[20;6~
1673549342.856961 input_key_build: 0x60000010e19e (C-S-F10) is \033[21;6~
1673549342.856964 input_key_build: 0x60000010e19f (C-S-F11) is \033[23;6~
1673549342.856966 input_key_build: 0x60000010e1a0 (C-S-F12) is \033[24;6~
1673549342.856968 input_key_build: 0x60000010e1a1 (C-S-IC) is \033[2;6~
1673549342.856970 input_key_build: 0x60000010e1a2 (C-S-DC) is \033[3;6~
1673549342.856973 input_key_build: 0x60000010e1a3 (C-S-Home) is \033[1;6H
1673549342.856975 input_key_build: 0x60000010e1a4 (C-S-End) is \033[1;6F
1673549342.856977 input_key_build: 0x60000010e1a5 (C-S-NPage) is \033[6;6~
1673549342.856979 input_key_build: 0x60000010e1a6 (C-S-PPage) is \033[5;6~
1673549342.856982 input_key_build: 0x60000010e1a8 (C-S-Up) is \033[1;6A
1673549342.856984 input_key_build: 0x60000010e1a9 (C-S-Down) is \033[1;6B
1673549342.856986 input_key_build: 0x60000010e1aa (C-S-Left) is \033[1;6D
1673549342.856988 input_key_build: 0x60000010e1ab (C-S-Right) is \033[1;6C
1673549342.856991 input_key_build: 0x200000010e1ac (KP/[K]) is \033Oo
1673549342.856993 input_key_build: 0x200000010e1ad (KP*[K]) is \033Oj
1673549342.856996 input_key_build: 0x200000010e1ae (KP-[K]) is \033Om
1673549342.856998 input_key_build: 0x200000010e1af (KP7[K]) is \033Ow
1673549342.857000 input_key_build: 0x200000010e1b0 (KP8[K]) is \033Ox
1673549342.857002 input_key_build: 0x200000010e1b1 (KP9[K]) is \033Oy
1673549342.857005 input_key_build: 0x200000010e1b2 (KP+[K]) is \033Ok
1673549342.857007 input_key_build: 0x200000010e1b3 (KP4[K]) is \033Ot
1673549342.857009 input_key_build: 0x200000010e1b4 (KP5[K]) is \033Ou
1673549342.857011 input_key_build: 0x200000010e1b5 (KP6[K]) is \033Ov
1673549342.857017 input_key_build: 0x200000010e1b6 (KP1[K]) is \033Oq
1673549342.857020 input_key_build: 0x200000010e1b7 (KP2[K]) is \033Or
1673549342.857022 input_key_build: 0x200000010e1b8 (KP3[K]) is \033Os
1673549342.857025 input_key_build: 0x200000010e1b9 (KPEnter[K]) is \033OM
1673549342.857027 input_key_build: 0x200000010e1ba (KP0[K]) is \033Op
1673549342.857029 input_key_build: 0x200000010e1bb (KP.[K]) is \033On
1673549342.857031 input_key_build: 0x400000010e1a8 (Up[C]) is \033OA
1673549342.857034 input_key_build: 0x400000010e1a9 (Down[C]) is \033OB
1673549342.857036 input_key_build: 0x400000010e1aa (Left[C]) is \033OD
1673549342.857038 input_key_build: 0x400000010e1ab (Right[C]) is \033OC
1673549342.857041 input_key_build: 0x810000010e195 (M-F1[I]) is \033[1;3P
1673549342.857043 input_key_build: 0x810000010e196 (M-F2[I]) is \033[1;3Q
1673549342.857045 input_key_build: 0x810000010e197 (M-F3[I]) is \033[1;3R
1673549342.857047 input_key_build: 0x810000010e198 (M-F4[I]) is \033[1;3S
1673549342.857050 input_key_build: 0x810000010e199 (M-F5[I]) is \033[15;3~
1673549342.857052 input_key_build: 0x810000010e19a (M-F6[I]) is \033[17;3~
1673549342.857056 input_key_build: 0x810000010e19b (M-F7[I]) is \033[18;3~
1673549342.857059 input_key_build: 0x810000010e19c (M-F8[I]) is \033[19;3~
1673549342.857061 input_key_build: 0x810000010e19d (M-F9[I]) is \033[20;3~
1673549342.857063 input_key_build: 0x810000010e19e (M-F10[I]) is \033[21;3~
1673549342.857066 input_key_build: 0x810000010e19f (M-F11[I]) is \033[23;3~
1673549342.857068 input_key_build: 0x810000010e1a0 (M-F12[I]) is \033[24;3~
1673549342.857071 input_key_build: 0x810000010e1a1 (M-IC[I]) is \033[2;3~
1673549342.857073 input_key_build: 0x810000010e1a2 (M-DC[I]) is \033[3;3~
1673549342.857076 input_key_build: 0x810000010e1a3 (M-Home[I]) is \033[1;3H
1673549342.857078 input_key_build: 0x810000010e1a4 (M-End[I]) is \033[1;3F
1673549342.857081 input_key_build: 0x810000010e1a5 (M-NPage[I]) is \033[6;3~
1673549342.857083 input_key_build: 0x810000010e1a6 (M-PPage[I]) is \033[5;3~
1673549342.857085 input_key_build: 0x810000010e1a8 (M-Up[I]) is \033[1;3A
1673549342.857088 input_key_build: 0x810000010e1a9 (M-Down[I]) is \033[1;3B
1673549342.857090 input_key_build: 0x810000010e1aa (M-Left[I]) is \033[1;3D
1673549342.857093 input_key_build: 0x810000010e1ab (M-Right[I]) is \033[1;3C
1673549342.857095 input_key_build: 0x830000010e195 (C-M-F1[I]) is \033[1;7P
1673549342.857097 input_key_build: 0x830000010e196 (C-M-F2[I]) is \033[1;7Q
1673549342.857100 input_key_build: 0x830000010e197 (C-M-F3[I]) is \033[1;7R
1673549342.857102 input_key_build: 0x830000010e198 (C-M-F4[I]) is \033[1;7S
1673549342.857104 input_key_build: 0x830000010e199 (C-M-F5[I]) is \033[15;7~
1673549342.857107 input_key_build: 0x830000010e19a (C-M-F6[I]) is \033[17;7~
1673549342.857109 input_key_build: 0x830000010e19b (C-M-F7[I]) is \033[18;7~
1673549342.857111 input_key_build: 0x830000010e19c (C-M-F8[I]) is \033[19;7~
1673549342.857114 input_key_build: 0x830000010e19d (C-M-F9[I]) is \033[20;7~
1673549342.857116 input_key_build: 0x830000010e19e (C-M-F10[I]) is \033[21;7~
1673549342.857119 input_key_build: 0x830000010e19f (C-M-F11[I]) is \033[23;7~
1673549342.857121 input_key_build: 0x830000010e1a0 (C-M-F12[I]) is \033[24;7~
1673549342.857124 input_key_build: 0x830000010e1a1 (C-M-IC[I]) is \033[2;7~
1673549342.857126 input_key_build: 0x830000010e1a2 (C-M-DC[I]) is \033[3;7~
1673549342.857128 input_key_build: 0x830000010e1a3 (C-M-Home[I]) is \033[1;7H
1673549342.857131 input_key_build: 0x830000010e1a4 (C-M-End[I]) is \033[1;7F
1673549342.857133 input_key_build: 0x830000010e1a5 (C-M-NPage[I]) is \033[6;7~
1673549342.857135 input_key_build: 0x830000010e1a6 (C-M-PPage[I]) is \033[5;7~
1673549342.857138 input_key_build: 0x830000010e1a8 (C-M-Up[I]) is \033[1;7A
1673549342.857140 input_key_build: 0x830000010e1a9 (C-M-Down[I]) is \033[1;7B
1673549342.857142 input_key_build: 0x830000010e1aa (C-M-Left[I]) is \033[1;7D
1673549342.857145 input_key_build: 0x830000010e1ab (C-M-Right[I]) is \033[1;7C
1673549342.857147 input_key_build: 0x850000010e195 (M-S-F1[I]) is \033[1;4P
1673549342.857152 input_key_build: 0x850000010e196 (M-S-F2[I]) is \033[1;4Q
1673549342.857155 input_key_build: 0x850000010e197 (M-S-F3[I]) is \033[1;4R
1673549342.857157 input_key_build: 0x850000010e198 (M-S-F4[I]) is \033[1;4S
1673549342.857159 input_key_build: 0x850000010e199 (M-S-F5[I]) is \033[15;4~
1673549342.857162 input_key_build: 0x850000010e19a (M-S-F6[I]) is \033[17;4~
1673549342.857164 input_key_build: 0x850000010e19b (M-S-F7[I]) is \033[18;4~
1673549342.857166 input_key_build: 0x850000010e19c (M-S-F8[I]) is \033[19;4~
1673549342.857168 input_key_build: 0x850000010e19d (M-S-F9[I]) is \033[20;4~
1673549342.857171 input_key_build: 0x850000010e19e (M-S-F10[I]) is \033[21;4~
1673549342.857173 input_key_build: 0x850000010e19f (M-S-F11[I]) is \033[23;4~
1673549342.857176 input_key_build: 0x850000010e1a0 (M-S-F12[I]) is \033[24;4~
1673549342.857178 input_key_build: 0x850000010e1a1 (M-S-IC[I]) is \033[2;4~
1673549342.857180 input_key_build: 0x850000010e1a2 (M-S-DC[I]) is \033[3;4~
1673549342.857182 input_key_build: 0x850000010e1a3 (M-S-Home[I]) is \033[1;4H
1673549342.857185 input_key_build: 0x850000010e1a4 (M-S-End[I]) is \033[1;4F
1673549342.857187 input_key_build: 0x850000010e1a5 (M-S-NPage[I]) is \033[6;4~
1673549342.857189 input_key_build: 0x850000010e1a6 (M-S-PPage[I]) is \033[5;4~
1673549342.857192 input_key_build: 0x850000010e1a8 (M-S-Up[I]) is \033[1;4A
1673549342.857194 input_key_build: 0x850000010e1a9 (M-S-Down[I]) is \033[1;4B
1673549342.857196 input_key_build: 0x850000010e1aa (M-S-Left[I]) is \033[1;4D
1673549342.857198 input_key_build: 0x850000010e1ab (M-S-Right[I]) is \033[1;4C
1673549342.857201 input_key_build: 0x870000010e195 (C-M-S-F1[I]) is \033[1;8P
1673549342.857203 input_key_build: 0x870000010e196 (C-M-S-F2[I]) is \033[1;8Q
1673549342.857205 input_key_build: 0x870000010e197 (C-M-S-F3[I]) is \033[1;8R
1673549342.857208 input_key_build: 0x870000010e198 (C-M-S-F4[I]) is \033[1;8S
1673549342.857210 input_key_build: 0x870000010e199 (C-M-S-F5[I]) is \033[15;8~
1673549342.857212 input_key_build: 0x870000010e19a (C-M-S-F6[I]) is \033[17;8~
1673549342.857214 input_key_build: 0x870000010e19b (C-M-S-F7[I]) is \033[18;8~
1673549342.857217 input_key_build: 0x870000010e19c (C-M-S-F8[I]) is \033[19;8~
1673549342.857219 input_key_build: 0x870000010e19d (C-M-S-F9[I]) is \033[20;8~
1673549342.857222 input_key_build: 0x870000010e19e (C-M-S-F10[I]) is \033[21;8~
1673549342.857224 input_key_build: 0x870000010e19f (C-M-S-F11[I]) is \033[23;8~
1673549342.857226 input_key_build: 0x870000010e1a0 (C-M-S-F12[I]) is \033[24;8~
1673549342.857228 input_key_build: 0x870000010e1a1 (C-M-S-IC[I]) is \033[2;8~
1673549342.857231 input_key_build: 0x870000010e1a2 (C-M-S-DC[I]) is \033[3;8~
1673549342.857233 input_key_build: 0x870000010e1a3 (C-M-S-Home[I]) is \033[1;8H
1673549342.857235 input_key_build: 0x870000010e1a4 (C-M-S-End[I]) is \033[1;8F
1673549342.857238 input_key_build: 0x870000010e1a5 (C-M-S-NPage[I]) is \033[6;8~
1673549342.857240 input_key_build: 0x870000010e1a6 (C-M-S-PPage[I]) is \033[5;8~
1673549342.857242 input_key_build: 0x870000010e1a8 (C-M-S-Up[I]) is \033[1;8A
1673549342.857245 input_key_build: 0x870000010e1a9 (C-M-S-Down[I]) is \033[1;8B
1673549342.857247 input_key_build: 0x870000010e1aa (C-M-S-Left[I]) is \033[1;8D
1673549342.857249 input_key_build: 0x870000010e1ab (C-M-S-Right[I]) is \033[1;8C
1673549342.857266 yylex_token: bind
1673549342.857269 yylex_token: -N
1673549342.857272 yylex_token: Send the prefix key
1673549342.857274 yylex_token: C-b
1673549342.857277 yylex_token: send-prefix
1673549342.857292 cmd_parse_build_commands 0:0: bind
1673549342.857294 cmd_parse_build_commands 0:1: -N
1673549342.857297 cmd_parse_build_commands 0:2: Send the prefix key
1673549342.857299 cmd_parse_build_commands 0:3: C-b
1673549342.857301 cmd_parse_build_commands 0:4 0:0: send-prefix
1673549342.857319 cmd_parse_build_commands 0:0: send-prefix
1673549342.857324 args_parse: flags end at 1 of 1
1673549342.857329 cmd_parse_build_commands: send-prefix
1673549342.857332 args_parse: -N = Send the prefix key
1673549342.857341 args_parse: flags end at 3 of 5
1673549342.857344 args_parse: 3 = C-b (type 1)
1673549342.857351 args_parse: 4 = send-prefix (type 2)
1673549342.857369 cmd_parse_build_commands: bind-key -N "Send the prefix key" C-b { send-prefix }
1673549342.857384 cmdq_get_command: [bind-key/0x13f007da0] group 2
1673549342.857387 cmdq_append <global>: [bind-key/0x13f007da0]
1673549342.857389 yylex_token: bind
1673549342.857391 yylex_token: -N
1673549342.857395 yylex_token: Rotate through the panes
1673549342.857397 yylex_token: C-o
1673549342.857400 yylex_token: rotate-window
1673549342.857402 cmd_parse_build_commands 0:0: bind
1673549342.857405 cmd_parse_build_commands 0:1: -N
1673549342.857407 cmd_parse_build_commands 0:2: Rotate through the panes
1673549342.857409 cmd_parse_build_commands 0:3: C-o
1673549342.857411 cmd_parse_build_commands 0:4 0:0: rotate-window
1673549342.857415 cmd_parse_build_commands 0:0: rotate-window
1673549342.857418 args_parse: flags end at 1 of 1
1673549342.857421 cmd_parse_build_commands: rotate-window
1673549342.857423 args_parse: -N = Rotate through the panes
1673549342.857425 args_parse: flags end at 3 of 5
1673549342.857427 args_parse: 3 = C-o (type 1)
1673549342.857430 args_parse: 4 = rotate-window (type 2)
1673549342.857436 cmd_parse_build_commands: bind-key -N "Rotate through the panes" C-o { rotate-window }
1673549342.857440 cmdq_get_command: [bind-key/0x13f008220] group 10
1673549342.857442 cmdq_append <global>: [bind-key/0x13f008220]
1673549342.857445 yylex_token: bind
1673549342.857447 yylex_token: -N
1673549342.857450 yylex_token: Suspend the current client
1673549342.857452 yylex_token: C-z
1673549342.857455 yylex_token: suspend-client
1673549342.857458 cmd_parse_build_commands 0:0: bind
1673549342.857460 cmd_parse_build_commands 0:1: -N
1673549342.857462 cmd_parse_build_commands 0:2: Suspend the current client
1673549342.857464 cmd_parse_build_commands 0:3: C-z
1673549342.857466 cmd_parse_build_commands 0:4 0:0: suspend-client
1673549342.857469 cmd_parse_build_commands 0:0: suspend-client
1673549342.857473 args_parse: flags end at 1 of 1
1673549342.857476 cmd_parse_build_commands: suspend-client
1673549342.857478 args_parse: -N = Suspend the current client
1673549342.857480 args_parse: flags end at 3 of 5
1673549342.857482 args_parse: 3 = C-z (type 1)
1673549342.857485 args_parse: 4 = suspend-client (type 2)
1673549342.857492 cmd_parse_build_commands: bind-key -N "Suspend the current client" C-z { suspend-client }
1673549342.857495 cmdq_get_command: [bind-key/0x13f008750] group 18
1673549342.857497 cmdq_append <global>: [bind-key/0x13f008750]
1673549342.857499 yylex_token: bind
1673549342.857502 yylex_token: -N
1673549342.857504 yylex_token: Select next layout
1673549342.857507 yylex_token: Space
1673549342.857509 yylex_token: next-layout
1673549342.857512 cmd_parse_build_commands 0:0: bind
1673549342.857514 cmd_parse_build_commands 0:1: -N
1673549342.857516 cmd_parse_build_commands 0:2: Select next layout
1673549342.857518 cmd_parse_build_commands 0:3: Space
1673549342.857520 cmd_parse_build_commands 0:4 0:0: next-layout
1673549342.857523 cmd_parse_build_commands 0:0: next-layout
1673549342.857526 args_parse: flags end at 1 of 1
1673549342.857529 cmd_parse_build_commands: next-layout
1673549342.857532 args_parse: -N = Select next layout
1673549342.857534 args_parse: flags end at 3 of 5
1673549342.857536 args_parse: 3 = Space (type 1)
1673549342.857538 args_parse: 4 = next-layout (type 2)
1673549342.857545 cmd_parse_build_commands: bind-key -N "Select next layout" Space { next-layout }
1673549342.857548 cmdq_get_command: [bind-key/0x13f008b90] group 26
1673549342.857550 cmdq_append <global>: [bind-key/0x13f008b90]
1673549342.857552 yylex_token: bind
1673549342.857555 yylex_token: -N
1673549342.857558 yylex_token: Break pane to a new window
1673549342.857560 yylex_token: !
1673549342.857562 yylex_token: break-pane
1673549342.857565 cmd_parse_build_commands 0:0: bind
1673549342.857567 cmd_parse_build_commands 0:1: -N
1673549342.857569 cmd_parse_build_commands 0:2: Break pane to a new window
1673549342.857574 cmd_parse_build_commands 0:3: !
1673549342.857577 cmd_parse_build_commands 0:4 0:0: break-pane
1673549342.857580 cmd_parse_build_commands 0:0: break-pane
1673549342.857582 args_parse: flags end at 1 of 1
1673549342.857585 cmd_parse_build_commands: break-pane
1673549342.857587 args_parse: -N = Break pane to a new window
1673549342.857590 args_parse: flags end at 3 of 5
1673549342.857592 args_parse: 3 = ! (type 1)
1673549342.857594 args_parse: 4 = break-pane (type 2)
1673549342.857600 cmd_parse_build_commands: bind-key -N "Break pane to a new window" ! { break-pane }
1673549342.857604 cmdq_get_command: [bind-key/0x13f008f50] group 34
1673549342.857606 cmdq_append <global>: [bind-key/0x13f008f50]
1673549342.857608 yylex_token: bind
1673549342.857610 yylex_token: -N
1673549342.857613 yylex_token: Split window vertically
1673549342.857615 yylex_token: "
1673549342.857618 yylex_token: split-window
1673549342.857620 cmd_parse_build_commands 0:0: bind
1673549342.857622 cmd_parse_build_commands 0:1: -N
1673549342.857625 cmd_parse_build_commands 0:2: Split window vertically
1673549342.857627 cmd_parse_build_commands 0:3: "
1673549342.857629 cmd_parse_build_commands 0:4 0:0: split-window
1673549342.857632 cmd_parse_build_commands 0:0: split-window
1673549342.857635 args_parse: flags end at 1 of 1
1673549342.857638 cmd_parse_build_commands: split-window
1673549342.857640 args_parse: -N = Split window vertically
1673549342.857642 args_parse: flags end at 3 of 5
1673549342.857644 args_parse: 3 = " (type 1)
1673549342.857647 args_parse: 4 = split-window (type 2)
1673549342.857653 cmd_parse_build_commands: bind-key -N "Split window vertically" \\" { split-window }
1673549342.857656 cmdq_get_command: [bind-key/0x13f0090e0] group 42
1673549342.857658 cmdq_append <global>: [bind-key/0x13f0090e0]
1673549342.857660 yylex_token: bind
1673549342.857663 yylex_token: -N
1673549342.857665 yylex_token: List all paste buffers
1673549342.857668 yylex_token: #
1673549342.857670 yylex_token: list-buffers
1673549342.857672 cmd_parse_build_commands 0:0: bind
1673549342.857674 cmd_parse_build_commands 0:1: -N
1673549342.857677 cmd_parse_build_commands 0:2: List all paste buffers
1673549342.857679 cmd_parse_build_commands 0:3: #
1673549342.857681 cmd_parse_build_commands 0:4 0:0: list-buffers
1673549342.857684 cmd_parse_build_commands 0:0: list-buffers
1673549342.857686 args_parse: flags end at 1 of 1
1673549342.857689 cmd_parse_build_commands: list-buffers
1673549342.857692 args_parse: -N = List all paste buffers
1673549342.857694 args_parse: flags end at 3 of 5
1673549342.857696 args_parse: 3 = # (type 1)
1673549342.857698 args_parse: 4 = list-buffers (type 2)
1673549342.857704 cmd_parse_build_commands: bind-key -N "List all paste buffers" \\# { list-buffers }
1673549342.857707 cmdq_get_command: [bind-key/0x13f009760] group 50
1673549342.857709 cmdq_append <global>: [bind-key/0x13f009760]
1673549342.857712 yylex_token: bind
1673549342.857714 yylex_token: -N
1673549342.857717 yylex_token: Rename current session
1673549342.857719 yylex_token: $
1673549342.857721 yylex_token: command-prompt
1673549342.857723 yylex_token: -I#S
1673549342.857726 yylex_token: rename-session
1673549342.857728 yylex_token: --
1673549342.857730 yylex_token: %%
1673549342.857733 cmd_parse_build_commands 0:0: bind
1673549342.857735 cmd_parse_build_commands 0:1: -N
1673549342.857737 cmd_parse_build_commands 0:2: Rename current session
1673549342.857740 cmd_parse_build_commands 0:3: $
1673549342.857743 cmd_parse_build_commands 0:4 0:0: command-prompt
1673549342.857745 cmd_parse_build_commands 0:4 0:1: -I#S
1673549342.857748 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1673549342.857750 cmd_parse_build_commands 0:4 0:2 0:1: --
1673549342.857753 cmd_parse_build_commands 0:4 0:2 0:2: %%
1673549342.857756 cmd_parse_build_commands 0:0: command-prompt
1673549342.857759 cmd_parse_build_commands 0:1: -I#S
1673549342.857762 cmd_parse_build_commands 0:2 0:0: rename-session
1673549342.857764 cmd_parse_build_commands 0:2 0:1: --
1673549342.857767 cmd_parse_build_commands 0:2 0:2: %%
1673549342.857774 cmd_parse_build_commands 0:0: rename-session
1673549342.857776 cmd_parse_build_commands 0:1: --
1673549342.857779 cmd_parse_build_commands 0:2: %%
1673549342.857783 args_parse: flags end at 2 of 3
1673549342.857786 args_parse: 2 = %% (type 1)
1673549342.857790 cmd_parse_build_commands: rename-session "%%"
1673549342.857794 args_parse: -I = #S
1673549342.857797 args_parse: flags end at 2 of 3
1673549342.857800 args_parse: 2 = rename-session "%%" (type 2)
1673549342.857807 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1673549342.857810 args_parse: -N = Rename current session
1673549342.857812 args_parse: flags end at 3 of 5
1673549342.857815 args_parse: 3 = $ (type 1)
1673549342.857820 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type 2)
1673549342.857829 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1673549342.857833 cmdq_get_command: [bind-key/0x13f009910] group 58
1673549342.857836 cmdq_append <global>: [bind-key/0x13f009910]
1673549342.857839 yylex_token: bind
1673549342.857842 yylex_token: -N
1673549342.857846 yylex_token: Split window horizontally
1673549342.857848 yylex_get_word: %
1673549342.857852 yylex_token: split-window
1673549342.857854 yylex_token: -h
1673549342.857857 cmd_parse_build_commands 0:0: bind
1673549342.857860 cmd_parse_build_commands 0:1: -N
